,review_id,sentence_id,sentence,sentiment,Rating
0,xMe5W66tPko-8QPgobQVhw,0,"If you are craving for some good Japanese Ramen, just go to Emporium Shokuhin at Marina Square and try the ramen here, mostly under $20.",1,3.0
1,xMe5W66tPko-8QPgobQVhw,1,"What I like is that I can customize my bowl, from soup intensity, spiciness and right down to the texture of the noodles.",1,3.0
2,xMe5W66tPko-8QPgobQVhw,2,I definitely like my noodles thin & springy... :),1,3.0
3,U7PBW0mHqD3kMgUmK_rvag,0,We had great hope for this place after reading the reviews.,1,1.0
4,U7PBW0mHqD3kMgUmK_rvag,1,But the experience and food was just very disappointing.,2,1.0
5,U7PBW0mHqD3kMgUmK_rvag,2,"The boss was not there, so not sure if that was why.",0,1.0
6,U7PBW0mHqD3kMgUmK_rvag,3,The spicy crab meat pasta was lacking in flavour and depth.,2,1.0
7,U7PBW0mHqD3kMgUmK_rvag,4,"Yes it was slightly spicy, but there was nothing else to that.",2,1.0
8,U7PBW0mHqD3kMgUmK_rvag,5,"The carbonara was swimming in water, not sauce.",2,1.0
9,U7PBW0mHqD3kMgUmK_rvag,6,It seemed like the pasta was not drained properly.,2,1.0
10,U7PBW0mHqD3kMgUmK_rvag,7,There were clumps of cream floating.,2,1.0
11,U7PBW0mHqD3kMgUmK_rvag,8,"Unfortunately, we returned the Carbonara without taking a photo first.",2,1.0
12,U7PBW0mHqD3kMgUmK_rvag,9,Not worth the hype.,2,1.0
13,3ofgMfTyBn3mVRfswvyEMQ,0,Pizza Hut now offers set meal for both weekday and weekend.,1,3.0
14,3ofgMfTyBn3mVRfswvyEMQ,1,"For weekend besides set meal for family groups, there is also set meal for one too.",1,3.0
15,3ofgMfTyBn3mVRfswvyEMQ,2,The weekend meal for 1 costs $15.90++.,0,3.0
16,3ofgMfTyBn3mVRfswvyEMQ,3,"It includes a main, a side and a drink.",0,3.0
17,3ofgMfTyBn3mVRfswvyEMQ,4,"For main, there is choices ranging from personal size pizza, to pasta to entree to baked rice and pasta.",0,3.0
18,3ofgMfTyBn3mVRfswvyEMQ,5,"For side, I have selected Soup of the Day ($4.80++) It turns out to be Cream of cauliflower and chicken soup.",0,3.0
19,3ofgMfTyBn3mVRfswvyEMQ,6,The cauliflower pieces in the soup are very soft.,0,3.0
20,3ofgMfTyBn3mVRfswvyEMQ,7,There is slices of chicken in the thick soup too.,0,3.0
21,3ofgMfTyBn3mVRfswvyEMQ,8,"For main, I have selected Chicken Parmigiana with Whole-grain Rice which costs $15.50++ on the ala carte menu.",0,3.0
22,3ofgMfTyBn3mVRfswvyEMQ,9,Almost the same price as the cost of the set meal.,0,3.0
23,3ofgMfTyBn3mVRfswvyEMQ,10,"Chicken Parmigiana ($15.50++) Tender chicken breast baked in savoury melt of tomato sauce, paramesan and mozzarella cheese.",1,3.0
24,3ofgMfTyBn3mVRfswvyEMQ,11,"Served with a choice of thick cut fries or whole-grain rice The chicken is quite tender, topped with a layer of melted cheese.",1,3.0
25,3ofgMfTyBn3mVRfswvyEMQ,12,The rice is served pipping hot with melted cheese on top.,1,3.0
26,3ofgMfTyBn3mVRfswvyEMQ,13,The dish is quite filling and I almost could not finish it.,1,3.0
27,3ofgMfTyBn3mVRfswvyEMQ,14,Sjora Mango Peach ($4.20) Quite a fruity drink to finish the meal with.,1,3.0
28,3ofgMfTyBn3mVRfswvyEMQ,15,Overall food is not bad and served quite fast.,1,3.0
29,3ofgMfTyBn3mVRfswvyEMQ,16,"As Pizza Hut is one of the participating Healthier Dining Partner outlets, and I have ordered a healthier dish (Chicken Parmigiana), I am also give a peel and win game card.",1,3.0
30,3ofgMfTyBn3mVRfswvyEMQ,17,Promotion is valid till 31 Jan 2016.,1,3.0
31,dVRrHfJCuryEPvcu-3u1Fg,0,Was tempted by the reviews on Yelp and also the proximity to my hotel.,1,3.0
32,dVRrHfJCuryEPvcu-3u1Fg,1,Plus I needed a mani badly.,1,3.0
33,dVRrHfJCuryEPvcu-3u1Fg,2,"My nails were well done, mani'd and buffed to perfection and I skipped on polish.",1,3.0
34,dVRrHfJCuryEPvcu-3u1Fg,3,Good job done.,1,3.0
35,dVRrHfJCuryEPvcu-3u1Fg,4,Why 3*?,0,3.0
36,dVRrHfJCuryEPvcu-3u1Fg,5,I love the whole pampering experience of a mani but the start was anything but as I was getting increasingly annoyed by my nail tech chatting to colleagues and it all being a bit stop start.,2,3.0
37,dVRrHfJCuryEPvcu-3u1Fg,6,Maybe it was because it was late afternoon and I was the only person in the store?,0,3.0
38,dVRrHfJCuryEPvcu-3u1Fg,7,Who knows.,0,3.0
39,dVRrHfJCuryEPvcu-3u1Fg,8,"So, maybe going at another time would be better, a good job done, but overall experience was only ok...",0,3.0
40,gHPMm5HkCib4tgNlXPde1A,0,We stopped in to try the dark chocolate ice cream and the rich chocolate cupcake.,0,4.0
41,gHPMm5HkCib4tgNlXPde1A,1,The ice cream was amazing.,1,4.0
42,gHPMm5HkCib4tgNlXPde1A,2,It was quite intense and tasted much like a melted bar of pure dark chocolate.,1,4.0
43,gHPMm5HkCib4tgNlXPde1A,3,"Similarly, the cupcake was heavily topped with a rich, mousse-like milk chocolate frosting and a smaller dab of dark chocolate mousse in the middle.",0,4.0
44,gHPMm5HkCib4tgNlXPde1A,4,The cake itself was cooked well to remain airy and moist.,1,4.0
45,gHPMm5HkCib4tgNlXPde1A,5,"The prices are a little high, but to be expected from a place of this quality and trendiness of the place.",1,4.0
46,gHPMm5HkCib4tgNlXPde1A,6,The degree of chocolate intensity in these desserts is unmatched.,2,4.0
47,gHPMm5HkCib4tgNlXPde1A,7,It is an excellent choice for an extremely chocolately experience.,1,4.0
48,S-oxoMrjIDGTNHvNdWSopw,0,What I love about hanging out a Oriole?,0,5.0
49,S-oxoMrjIDGTNHvNdWSopw,1,"Hmm, let's see.",0,5.0
50,S-oxoMrjIDGTNHvNdWSopw,2,"- Great food (love the beef tagliatelle, fish & chips, mad milk, flat white with mad milk, hotcakes, wraps, warm spinach and the list goes on) - Free Wi-Fi!",1,5.0
51,S-oxoMrjIDGTNHvNdWSopw,3,Who doesn't love a spot of good wi-fi that never drops off?,1,5.0
52,S-oxoMrjIDGTNHvNdWSopw,4,- Friendly staff who recognizes you and goes the extra mile to make you feel comfortable.,1,5.0
53,S-oxoMrjIDGTNHvNdWSopw,5,"Ask them a question about a particular ingredient on the menu, and they will shower you with a detailed explanation about it.",1,5.0
54,S-oxoMrjIDGTNHvNdWSopw,6,Gotta love the attention to details and the obvious passion.,1,5.0
55,S-oxoMrjIDGTNHvNdWSopw,7,"One time, I felt really cold at the big seating area and asked if I could switch seats to the other side of the cafe.",0,5.0
56,S-oxoMrjIDGTNHvNdWSopw,8,The cafe manager told me that the other side was full and he apologized for the chilly temperature.,1,5.0
57,S-oxoMrjIDGTNHvNdWSopw,9,He asked if he could bring me more hot water.,1,5.0
58,S-oxoMrjIDGTNHvNdWSopw,10,"A while later, he brought over a huge cushion.",0,5.0
59,S-oxoMrjIDGTNHvNdWSopw,11,I was puzzled until he explained that perhaps 'the cushion will be able to keep me warm'.,1,5.0
60,S-oxoMrjIDGTNHvNdWSopw,12,How sweet is that!,1,5.0
61,S-oxoMrjIDGTNHvNdWSopw,13,- Good coffee.,1,5.0
62,S-oxoMrjIDGTNHvNdWSopw,14,You know how different people love different types of coffee?,0,5.0
63,S-oxoMrjIDGTNHvNdWSopw,15,The default coffee that I usually order is a Flat White.,0,5.0
64,S-oxoMrjIDGTNHvNdWSopw,16,I like a strong-bodied cup that is not too bitter/acidic.,1,5.0
65,S-oxoMrjIDGTNHvNdWSopw,17,Oriole's sits just right with me.,1,5.0
66,S-oxoMrjIDGTNHvNdWSopw,18,"The cafe is located in the most central of all locations and is my go-to place to chill, relax, meet up with friends for a cup of good coffee/dessert.",1,5.0
67,S-oxoMrjIDGTNHvNdWSopw,19,Or just a place to have some me time and read a good book.,1,5.0
68,nlMWeAf3lj6Ai6zOZ5jceg,0,"this place is a cozy little eatery down along mohammed sultan road: narrow, tiny, and earnest.",1,4.0
69,nlMWeAf3lj6Ai6zOZ5jceg,1,"the food was surprisingly enjoyable, with a large (for this place) menu to choose from and dishes that hovered above the average mark.",1,4.0
70,nlMWeAf3lj6Ai6zOZ5jceg,2,"we started with a salmon salad, which was a tall mound of thinly-mandolined cabbage, halved cherry tomatoes and salmon sashimi.",0,4.0
71,nlMWeAf3lj6Ai6zOZ5jceg,3,served with a creamy sesame dressing (THIS SAUCE CAN GO NO WRONG).,1,4.0
72,nlMWeAf3lj6Ai6zOZ5jceg,4,"the sashimi moriwase, or mixed platter, was also fresh slices of fish and tentacle served beautifully on a flower-shaped bowl.",1,4.0
73,nlMWeAf3lj6Ai6zOZ5jceg,5,such effort!,1,4.0
74,nlMWeAf3lj6Ai6zOZ5jceg,6,the spider roll had crispy and not-too-oily soft shell crab rolled loose-ish in rice.,1,4.0
75,nlMWeAf3lj6Ai6zOZ5jceg,7,it's a good time to mention that I LOVE tobiko (and ikura and mentaiko) and they are generous with it here.,1,4.0
76,nlMWeAf3lj6Ai6zOZ5jceg,8,"the cooked food here is decent too, with standard things like saba (horse mackerel) and unagi going down quickly.",1,4.0
77,nlMWeAf3lj6Ai6zOZ5jceg,9,"the fried rice also maintained grain integrity with some smokiness from cooking and a good dose of garlic, if a little oilier than we'd have liked.",1,4.0
78,nlMWeAf3lj6Ai6zOZ5jceg,10,but the beef that came last on a hot pan was quite surprisingly good - cubes cooked at medium (though a little over that by the time I finished shooting) that had a good browning.,1,4.0
79,nlMWeAf3lj6Ai6zOZ5jceg,11,it was properly seasoned and topped with grated radish that brought a fresh vegetal counterpoint.,1,4.0
80,nlMWeAf3lj6Ai6zOZ5jceg,12,"worth a visit, and more than a couple more after that - and good for time-to-relax mealtimes.",1,4.0
81,iZ-Y8wZjjHY809A9UOMRZQ,0,The Come Back Kid I remember the days that Genki Sushi were at Forum Shopping Mall.,0,4.0
82,iZ-Y8wZjjHY809A9UOMRZQ,1,Can't quite remember but I do believe that they we're one of the very first to introduce us to the world of conveyor belt sushi.,1,4.0
83,iZ-Y8wZjjHY809A9UOMRZQ,2,"However, since re-opening it's doors, Genki Sushi has returned with a bang.",1,4.0
84,iZ-Y8wZjjHY809A9UOMRZQ,3,They started garnering attention with their Sushi trains but take away the gimmick and what you're left with is a....,1,4.0
85,iZ-Y8wZjjHY809A9UOMRZQ,4,Pretty...,1,4.0
86,iZ-Y8wZjjHY809A9UOMRZQ,5,Decent... Japanese restaurant.,1,4.0
87,iZ-Y8wZjjHY809A9UOMRZQ,6,I have to admit.....,0,4.0
88,iZ-Y8wZjjHY809A9UOMRZQ,7,I absolutely love their rice.,1,4.0
89,iZ-Y8wZjjHY809A9UOMRZQ,8,"As compared to some of their nearest rivals, they definitely have the upper hand.",1,4.0
90,iZ-Y8wZjjHY809A9UOMRZQ,9,"Chirashi Don At $9.80, this has to be one of the most reasonable Chirashi Don's available.",1,4.0
